"Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","Month","OperatingSystems","Browser","Region","TrafficType","VisitorType","Weekend","Revenue"
2,15,0,0,13,77,0.331655629699759,0.266019445983939,NA,0,"Mar",2,2,9,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,73,0.204678774803698,0.0511288717118909,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,8,316,NA,0.305606990488592,NA,0,"Mar",1,1,1,2,"New_Visitor",TRUE,FALSE
1,18,4,123.5,24,4114.083333,NA,0.439046434961685,0.349840348063026,0,"Mar",1,1,1,2,"New_Visitor",FALSE,TRUE
1,5.5,1,12,54,1470.966667,0.369665265318505,0.281274074440991,NA,0,"Mar",3,2,4,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,7,451,NA,0.249968700559497,0.269744566259742,0,"Mar",2,2,4,1,"New_Visitor",FALSE,TRUE
0,0,0,0,3,48,NA,0.249968700559497,NA,0,"Mar",2,2,5,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,3,189,NA,0.169416146734571,NA,0,"Mar",3,2,8,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,27,780.1666667,NA,0.29097845695804,NA,0,"Mar",2,4,3,2,"Returning_Visitor",FALSE,FALSE
3,79.75,0,0,3,73.5,0.230185711378555,0.14927284598829,NA,0,"Mar",3,2,1,2,"Returning_Visitor",FALSE,FALSE
2,60,0,0,20,717.6166667,NA,0.418839560460751,0.250143285703522,0,"Mar",2,5,9,2,"Returning_Visitor",FALSE,TRUE
11,2047.234848,9,1146.666667,45,3641.213151,0.459391953139278,0.331497288377484,0.426333270335389,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,TRUE
0,0,0,0,1,0,0,0,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
3,14.5,0,0,25,1040.75,NA,0.28240000748823,NA,0,"Mar",4,1,1,2,"Returning_Visitor",TRUE,FALSE
1,11.42857143,0,0,13,833.2333333,NA,0.407612238983011,NA,0,"Mar",2,2,3,2,"Returning_Visitor",TRUE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Mar",2,2,7,1,"Returning_Visitor",FALSE,FALSE
3,32,0,0,20,453.625,NA,0.515405112637124,NA,0,"Mar",2,2,1,2,"New_Visitor",TRUE,FALSE
0,0,0,0,5,51.25,NA,0.301029995663981,NA,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE
11,348.6547619,1,11,64,1229.289286,NA,0.463020411614802,0.259700721924258,0,"Mar",2,2,1,2,"New_Visitor",FALSE,FALSE
0,0,0,0,28,1202,NA,0.331655629699759,NA,0,"Mar",2,2,1,10,"Returning_Visitor",FALSE,FALSE
0,0,0,0,4,538,NA,0.154110002689417,NA,0,"Mar",1,1,4,3,"Returning_Visitor",TRUE,FALSE
7,187.8333333,0,0,36,1775.516667,NA,0.370832509416651,0.459712267825349,0,"Mar",1,1,1,10,"Returning_Visitor",FALSE,TRUE
1,9,0,0,7,638,0.237292017677207,0.214803741583323,NA,0,"Mar",1,1,1,3,"Returning_Visitor",FALSE,FALSE
5,184.3333333,1,108,10,558.8,NA,0.331655629699759,NA,0,"Mar",3,2,7,8,"New_Visitor",FALSE,FALSE
0,0,0,0,3,190,0.249968700559497,0.114287309475634,NA,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE
2,66,1,0,10,302,0.222458100788417,0.18365107910528,0.355568865827735,0,"Mar",2,6,3,2,"Returning_Visitor",FALSE,TRUE
0,0,0,0,5,164,0.230185711378555,0.230185711378555,NA,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,5,218,NA,0.230185711378555,NA,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE
2,124,0,0,13,495,NA,0.266019445983939,NA,0,"Mar",2,4,5,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,30,NA,0.114287309475634,NA,0,"Mar",3,2,4,1,"Returning_Visitor",FALSE,FALSE
2,69,2,92,37,796.9571429,NA,0.28236985860797,0.471105347181176,0,"Mar",2,2,7,2,"Returning_Visitor",FALSE,TRUE
1,41,0,0,9,314.9,NA,0.230185711378555,NA,0,"Mar",1,1,6,9,"New_Visitor",TRUE,FALSE
2,14,0,0,49,789.9583333,0.428335884576023,0.326772589534266,NA,0,"Mar",3,2,7,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,19,422.8333333,0.357697366292974,0.215355035872289,NA,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,7,362,NA,0.266019445983939,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,18,628.8333333,NA,0.407612238983011,NA,0,"Mar",1,1,2,2,"Returning_Visitor",TRUE,FALSE
1,24,1,239,11,839.5,0.317892347414931,0.204678774803698,NA,0,"Mar",1,1,4,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,31,5764.366667,0.253432920042051,0.192015844648375,NA,0,"Mar",2,2,7,10,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,161,NA,0.169416146734571,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
1,6,0,0,20,739.8333333,0.305606990488592,0.257759171746957,NA,0,"Mar",2,2,3,3,"Returning_Visitor",TRUE,FALSE
0,0,0,0,5,66,NA,0.197013356006231,NA,0,"Mar",1,2,3,3,"Returning_Visitor",FALSE,FALSE
1,412,0,0,54,2377,NA,0.4140092576448,NA,0,"Mar",2,2,9,10,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,22,NA,0.114287309475634,NA,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,9,381,NA,0.279459324246068,NA,0,"Mar",2,2,6,2,"New_Visitor",FALSE,FALSE
14,1130.502941,6,261.6333333,26,2559.898333,0.322769534884392,0.313849502035509,0.352343679292632,0,"Mar",1,2,1,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,23,553.15,0.245430697085246,0.163947479260322,NA,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,37,651,0.409629138693229,0.306239190795174,NA,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Mar",2,2,7,1,"Returning_Visitor",FALSE,FALSE
0,0,3,65,15,1957.616667,NA,0.398833731323806,NA,0,"Mar",1,1,1,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,2,0,0,0,NA,0,"Mar",2,2,6,1,"Returning_Visitor",FALSE,FALSE
5,132.4666667,0,0,59,1660.222222,NA,0.348472750604009,0.438878298220529,0,"Mar",3,2,2,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,8,170,0.154110002689417,0.145488534455637,NA,0,"Mar",1,1,7,3,"Returning_Visitor",TRUE,FALSE
0,0,0,0,4,47,0.114287309475634,0.0806697636736376,NA,0,"Mar",2,2,1,3,"Returning_Visitor",TRUE,FALSE
0,0,0,0,7,165,0.222458100788417,0.114287309475634,NA,0,"Mar",2,2,2,3,"Returning_Visitor",FALSE,FALSE
1,4,0,0,0,0,NA,0.169416146734571,NA,0,"Mar",4,1,8,6,"Returning_Visitor",FALSE,FALSE
0,0,0,0,14,406.8666667,NA,0.388662017449783,NA,0,"Mar",2,4,1,1,"Returning_Visitor",FALSE,FALSE
4,82,0,0,23,570.5166667,0.385849944166437,0.283183682874974,NA,0,"Mar",1,2,7,8,"Returning_Visitor",FALSE,FALSE
0,0,0,0,37,1138.5,NA,0.336512106156855,NA,0,"Mar",2,2,1,8,"Returning_Visitor",FALSE,FALSE
0,0,0,0,63,2777.616667,NA,0.332891028203943,NA,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE
5,73.5,0,0,26,463.7583333,NA,0.501295739736346,NA,0,"Mar",2,2,3,2,"New_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Mar",3,3,1,3,"Returning_Visitor",TRUE,FALSE
4,25.5,0,0,28,775.5,0.396436781492571,0.268386642571472,0.337629861696128,0,"Mar",2,2,4,2,"Returning_Visitor",FALSE,FALSE
2,236,0,0,18,490.0666667,NA,0.337677106645782,NA,0,"Mar",1,1,4,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,14,266.0166667,NA,0.222458100788417,NA,0,"Mar",3,2,1,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,5,1306,0.182665325297922,0.0870174487277442,NA,0,"Mar",2,2,5,13,"Returning_Visitor",FALSE,FALSE
4,158.3333333,1,9,9,634.2,0.407612238983011,0.378906467927866,NA,0,"Mar",3,2,1,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,1,0,NA,0,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
6,187,0,0,22,1220.433333,0.382912339047106,0.359842048333504,NA,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE
8,206,3,132,39,1750.333333,NA,0.373229849944131,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
1,41,0,0,43,1087.25,NA,0.335724896705203,NA,0,"Mar",4,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,22,762.547619,NA,0.314014317778892,NA,0,"Mar",2,2,1,3,"Returning_Visitor",TRUE,FALSE
0,0,0,0,9,244.5,NA,0.353199026124526,NA,0,"Mar",3,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,10,1010,0.29097845695804,0.218328685098126,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,32,NA,0.114287309475634,NA,0,"Mar",2,4,3,3,"Returning_Visitor",FALSE,FALSE
7,170,0,0,27,1342.666667,0.44375589304991,0.286243810234515,0.320296653175078,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,TRUE
2,9,1,201,33,1593.388889,0.350836643742205,0.255877824833727,NA,0,"Mar",2,2,1,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,9,639,NA,0.279459324246068,0.217119255037035,0,"Mar",1,1,2,9,"Returning_Visitor",TRUE,TRUE
0,0,0,0,4,521,0.114287309475634,0.0511288717118909,NA,0,"Mar",3,3,7,10,"Returning_Visitor",FALSE,FALSE
1,87,3,40,17,546,NA,0.418839560460751,NA,0,"Mar",3,6,1,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,8,377.5,0.343235231916184,0.279459324246068,NA,0,"Mar",3,2,4,11,"Returning_Visitor",TRUE,FALSE
0,0,0,0,14,183.6666667,NA,0.418839560460751,NA,0,"Mar",3,2,3,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,5,84,0.230185711378555,0.182665325297922,NA,0,"Mar",2,2,2,1,"Returning_Visitor",FALSE,FALSE
5,217.6666667,0,0,18,494.6666667,NA,0.301351190818809,0.309205275403948,0,"Mar",3,2,1,2,"Returning_Visitor",FALSE,TRUE
8,699.1666667,0,0,62,1003.965152,0.363153166765508,0.232676523039543,NA,0,"Mar",2,4,3,1,"Returning_Visitor",FALSE,FALSE
1,9,0,0,32,536.6833333,NA,0.54811346741639,NA,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE
8,227.5326923,3,292.6842105,66,3025.521713,0.321607253292007,0.277331227893566,0.429890846106015,0,"Mar",3,2,3,6,"Returning_Visitor",FALSE,TRUE
2,78,0,0,24,424,NA,0.508571375740771,NA,0,"Mar",1,1,3,10,"New_Visitor",FALSE,FALSE
0,0,0,0,5,171.5,NA,0.301029995663981,NA,0,"Mar",1,1,1,2,"Returning_Visitor",FALSE,FALSE
1,4.75,2,78,67,1231.136508,0.451183644559398,0.353887842654305,NA,0,"Mar",2,6,1,1,"Returning_Visitor",FALSE,FALSE
6,101.3333333,0,0,10,266.5,0.266019445983939,0.266019445983939,NA,0,"Mar",2,2,4,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,16,1533,NA,0.398833731323806,NA,0,"Mar",2,2,7,1,"Returning_Visitor",FALSE,FALSE
1,7,2,562,36,1300.190476,0.355484415835696,0.233728083467685,NA,0,"Mar",2,2,1,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,2,74,0.114287309475634,0.0511288717118909,NA,0,"Mar",3,2,1,3,"Returning_Visitor",FALSE,FALSE
3,14.5,2,907.8333333,28,804.2833333,0.33254695108783,0.219071295971609,0.424601884535099,0,"Mar",2,5,9,2,"Returning_Visitor",FALSE,FALSE
1,9,0,0,19,734.5833333,0.317892347414931,0.218328685098126,NA,0,"Mar",2,10,1,1,"Returning_Visitor",FALSE,FALSE
2,60,0,0,44,3113.516667,0.495590665782819,0.321579793511318,NA,0,"Mar",2,2,3,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,64,NA,0.169416146734571,NA,0,"Mar",3,2,1,1,"Returning_Visitor",TRUE,FALSE
1,3,0,0,7,114.8333333,0.331655629699759,0.388662017449783,NA,0,"Mar",3,2,1,10,"Returning_Visitor",FALSE,FALSE
0,0,0,0,6,95.5,NA,0.249968700559497,NA,0,"Mar",2,2,7,13,"Returning_Visitor",TRUE,FALSE
0,0,0,0,7,93.66666667,0.266019445983939,0.230185711378555,NA,0,"Mar",1,1,1,3,"Returning_Visitor",FALSE,FALSE
1,54,0,0,3,59,NA,0.204678774803698,NA,0,"Mar",2,2,9,8,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,26,NA,0.204678774803698,NA,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,62,1136.60303,NA,0.440086214708457,NA,0,"Mar",1,1,1,3,"Returning_Visitor",TRUE,FALSE
6,190.2857143,6,609,47,2989.494048,NA,0.418068245312828,0.315654450074098,0,"Mar",2,2,1,8,"New_Visitor",TRUE,TRUE
2,15.66666667,0,0,30,1724.25,0.334728720544586,0.252925845954585,NA,0,"Mar",2,2,3,1,"Returning_Visitor",TRUE,FALSE
8,183,4,571.5,14,333.6,NA,0.361922280062142,0.374741437421057,0,"Mar",1,1,1,2,"Returning_Visitor",TRUE,TRUE
1,14,0,0,21,334.7857143,NA,0.286243810234515,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,9,355.1666667,NA,0.428335884576023,0.362207525472741,0,"Mar",2,4,1,2,"Returning_Visitor",FALSE,TRUE
5,248.5,0,0,11,456.6666667,NA,0.439046434961685,NA,0,"Mar",3,2,4,2,"New_Visitor",FALSE,FALSE
0,0,0,0,15,1298.5,0.273015460629462,0.230185711378555,NA,0,"Mar",3,2,8,1,"Returning_Visitor",FALSE,FALSE
1,25,0,0,28,2258.833333,0.388662017449783,0.213317079526643,NA,0,"Mar",2,2,3,3,"Returning_Visitor",TRUE,FALSE
2,21,0,0,65,2881.133333,NA,0.451183644559398,0.217919537343472,0,"Mar",2,2,4,2,"New_Visitor",FALSE,TRUE
0,0,0,0,10,206.5,NA,0.301029995663981,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,8,143,NA,0.343235231916184,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
1,146,0,0,11,267.8333333,0.309926555171383,0.2406397652468,NA,0,"Mar",1,1,4,2,"Returning_Visitor",TRUE,FALSE
0,0,1,57,5,454,NA,0.204678774803698,NA,0,"Mar",2,2,3,6,"Returning_Visitor",FALSE,FALSE
5,274.3333333,0,0,13,717.6,NA,0.478364485994225,NA,0,"Mar",1,1,3,10,"New_Visitor",FALSE,FALSE
14,1155.666667,0,0,20,1069.16829,NA,0.339865988335554,NA,0,"Mar",2,5,1,3,"Returning_Visitor",TRUE,FALSE
0,0,0,0,27,807.8333333,0.29097845695804,0.224801298070686,NA,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,15,477,NA,0.301029995663981,NA,0,"Mar",2,2,2,1,"Returning_Visitor",FALSE,FALSE
6,355.5,0,0,11,134.9,0.337677106645782,0.410613822718803,NA,0,"Mar",3,2,1,8,"New_Visitor",TRUE,FALSE
3,35,0,0,16,314,NA,0.198597599979393,NA,0,"Mar",2,5,7,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,5,59,0.145488534455637,0.0870174487277442,NA,0,"Mar",2,2,7,1,"Returning_Visitor",FALSE,FALSE
6,99,1,1,23,637,NA,0.463666825973787,NA,0,"Mar",2,5,9,8,"New_Visitor",FALSE,FALSE
0,0,6,270.3333333,11,160.5,NA,0.418839560460751,NA,0,"Mar",2,4,1,8,"New_Visitor",FALSE,FALSE
0,0,0,0,8,1577,NA,0.279459324246068,NA,0,"Mar",1,1,1,2,"Returning_Visitor",FALSE,FALSE
2,21,0,0,11,660.1666667,NA,0.317892347414931,NA,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,7,169,NA,0.188666435317212,NA,0,"Mar",2,2,3,3,"Returning_Visitor",TRUE,FALSE
0,0,0,0,6,89.33333333,NA,0.169416146734571,NA,0,"Mar",2,4,3,3,"Returning_Visitor",FALSE,FALSE
4,74,0,0,37,2517.048459,0.41347824387755,0.302857382917949,NA,0,"Mar",3,2,2,1,"Returning_Visitor",TRUE,FALSE
0,0,1,0,1,44,NA,0.114287309475634,NA,0,"Mar",2,2,6,2,"Returning_Visitor",TRUE,FALSE
0,0,0,0,5,29,NA,0.230185711378555,NA,0,"Mar",2,2,7,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,86,NA,0.114287309475634,NA,0,"Mar",2,4,3,1,"Returning_Visitor",TRUE,FALSE
2,66,0,0,18,229.75,0.296165595219678,0.255666171719708,NA,0,"Mar",4,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,4,17,NA,0.154110002689417,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
1,24,0,0,17,498.3333333,NA,0.296165595219678,0.223532065565608,0,"Mar",2,2,6,10,"Returning_Visitor",FALSE,TRUE
0,0,0,0,1,0,0,0,NA,0,"Mar",2,2,2,1,"Returning_Visitor",FALSE,FALSE
5,32,2,3,33,1039.766667,NA,0.299762279150262,NA,0,"Mar",2,4,3,2,"Returning_Visitor",TRUE,FALSE
3,78,0,0,11,369.1666667,NA,0.287320626735687,NA,0,"Mar",3,2,3,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,23,1669,NA,0.314014317778892,NA,0,"Mar",2,4,7,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,3,44.5,NA,0.169416146734571,NA,0,"Mar",1,1,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,6,140,NA,0.249968700559497,NA,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE
1,102.5,0,0,5,97,NA,0.353199026124526,NA,0,"Mar",3,2,1,9,"New_Visitor",TRUE,FALSE
4,103,0,0,13,250.1666667,NA,0.258908886847811,NA,0,"Mar",3,2,1,11,"Returning_Visitor",FALSE,FALSE
2,52,0,0,17,221.2,NA,0.485281919931527,NA,0,"Mar",2,2,4,2,"New_Visitor",FALSE,FALSE
0,0,0,0,12,127,0.317892347414931,0.225630032913324,NA,0,"Mar",2,2,9,1,"Returning_Visitor",FALSE,FALSE
4,352,0,0,17,229.3333333,0.353199026124526,0.255989666489834,NA,0,"Mar",1,1,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,7,370.8333333,0.266019445983939,0.188666435317212,NA,0,"Mar",2,2,2,3,"Returning_Visitor",FALSE,FALSE
5,120,1,0,27,1583.596154,NA,0.267056017705615,0.292338345391432,0,"Mar",2,2,4,2,"Returning_Visitor",FALSE,FALSE
9,162.05,0,0,27,399.6939394,NA,0.368744053075739,NA,0,"Mar",1,1,7,2,"New_Visitor",FALSE,FALSE
1,26,1,55,12,457,0.331655629699759,0.228869915350291,NA,0,"Mar",2,2,9,6,"Returning_Visitor",TRUE,FALSE
0,0,0,0,3,24,0.169416146734571,0.0704410226228421,NA,0,"Mar",3,2,3,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,5,180.3333333,0.301029995663981,0.301029995663981,NA,0,"Mar",1,1,1,3,"Returning_Visitor",TRUE,FALSE
0,0,0,0,15,581.4166667,NA,0.388662017449783,NA,0,"Mar",2,5,1,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,13,574.6666667,NA,0.179518286501238,NA,0,"Mar",2,2,8,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,5,56,NA,0.145488534455637,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,16,1011,NA,0.279459324246068,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,15,139.8333333,0.273015460629462,0.197013356006231,NA,0,"Mar",2,2,6,1,"Returning_Visitor",FALSE,FALSE
1,6,0,0,16,608.8333333,0.348392281241065,0.273015460629462,0.26401697419677,0,"Mar",3,2,1,11,"Returning_Visitor",FALSE,TRUE
0,0,0,0,6,1251,0.249968700559497,0.169416146734571,NA,0,"Mar",3,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,14,264.5,NA,0.388662017449783,NA,0,"Mar",2,2,1,10,"Returning_Visitor",FALSE,FALSE
6,45.83333333,2,284,54,1509.8,NA,0.392665657797284,0.430843444143616,0,"Mar",2,2,7,2,"New_Visitor",FALSE,FALSE
0,0,0,0,22,356.8,NA,0.317892347414931,NA,0,"Mar",2,2,2,8,"Returning_Visitor",FALSE,FALSE
2,77.5,0,0,19,598.7833333,NA,0.459515156150789,NA,0,"Mar",3,2,2,9,"New_Visitor",TRUE,FALSE
0,0,0,0,4,298,0.114287309475634,0.0511288717118909,NA,0,"Mar",2,2,1,13,"Returning_Visitor",FALSE,FALSE
4,136,0,0,31,1141.833333,NA,0.401144359752554,0.403413621219692,0,"Mar",1,1,1,1,"Returning_Visitor",FALSE,TRUE
0,0,0,0,6,93,NA,0.249968700559497,NA,0,"Mar",1,2,8,2,"Returning_Visitor",FALSE,FALSE
2,76,0,0,40,1209.802992,0.417103480831518,0.320191984021848,NA,0,"Mar",1,1,2,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,1,0,0,0,NA,0,"Mar",3,2,2,10,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,67,NA,0.114287309475634,NA,0,"Mar",1,1,4,1,"Returning_Visitor",FALSE,FALSE
3,275,1,29.5,30,1107.047619,NA,0.312085064382803,0.301540211419127,0,"Mar",3,2,3,1,"Returning_Visitor",TRUE,TRUE
7,161,3,775.5,19,4996.666667,0.379838313780094,0.275554732627764,0.381870961295148,0,"Mar",2,4,8,2,"Returning_Visitor",FALSE,TRUE
3,206.6666667,0,0,15,936.1666667,0.307074101752396,0.123544168970636,NA,0,"Mar",2,4,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,16,666.1,NA,0.331655629699759,NA,0,"Mar",2,2,1,2,"New_Visitor",FALSE,FALSE
2,28,0,0,6,170.8333333,NA,0.388662017449783,NA,0,"Mar",3,2,7,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,37,1118.647186,NA,0.378392647024694,NA,0,"Mar",1,1,1,2,"Returning_Visitor",TRUE,FALSE
0,0,0,0,2,86,NA,0.204678774803698,NA,0,"Mar",1,1,1,9,"Returning_Visitor",TRUE,FALSE
2,24,0,0,28,1206.614719,NA,0.286709298155389,0.450959190042893,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,TRUE
5,238.375,0,0,24,2174.375,0.37111369902184,0.313651679120877,0.327524402727233,0,"Mar",3,2,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,30.5,NA,0.204678774803698,NA,0,"Mar",3,2,4,10,"Returning_Visitor",FALSE,FALSE
0,0,0,0,6,330,0.169416146734571,0.114287309475634,NA,0,"Mar",3,2,8,10,"Returning_Visitor",FALSE,FALSE
0,0,0,0,13,437.25,0.16457019849358,0.110601361865549,NA,0,"Mar",1,1,3,3,"Returning_Visitor",FALSE,FALSE
1,4,2,11,110,3211.827706,0.439046434961685,0.340420224483161,NA,0,"Mar",2,2,1,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,59,3036.4,NA,0.295560940127044,NA,0,"Mar",2,2,6,13,"Returning_Visitor",TRUE,FALSE
0,0,0,0,9,640.6666667,NA,0.353199026124526,NA,0,"Mar",3,2,7,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,30,480.25,0.382048478713676,0.279459324246068,NA,0,"Mar",2,2,7,1,"Returning_Visitor",FALSE,FALSE
7,213.3916667,0,0,32,1350.391667,NA,0.311483024736536,NA,0,"Mar",2,2,1,8,"Returning_Visitor",TRUE,FALSE
0,0,0,0,7,38,NA,0.222458100788417,NA,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,12,976.2,0.317892347414931,0.225630032913324,NA,0,"Mar",2,2,7,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,8,70.2,0.279459324246068,0.180386779764937,NA,0,"Mar",1,2,8,1,"Returning_Visitor",FALSE,FALSE
7,156,0,0,60,2126.461941,0.378980089557192,0.315735735758595,NA,0,"Mar",3,2,4,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,44,1112,NA,0.39223276727265,NA,0,"Mar",4,1,4,3,"Returning_Visitor",TRUE,FALSE
5,84.25,0,0,19,409.75,NA,0.3587779974576,NA,0,"Mar",3,2,2,3,"New_Visitor",FALSE,FALSE
0,0,0,0,2,171,NA,0.114287309475634,NA,0,"Mar",3,2,2,2,"Returning_Visitor",TRUE,FALSE
4,135,0,0,12,401.2857143,NA,0.321579793511318,NA,0,"Mar",2,2,1,8,"New_Visitor",FALSE,FALSE
0,0,0,0,10,423.8333333,NA,0.361922280062142,NA,0,"Mar",2,2,5,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,115,NA,0.204678774803698,NA,0,"Mar",3,3,1,9,"Returning_Visitor",TRUE,FALSE
3,43,0,0,10,427.1666667,NA,0.325093347496119,NA,0,"Mar",3,2,9,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,39,609.5,NA,0.41347824387755,NA,0,"Mar",2,2,2,2,"Returning_Visitor",TRUE,FALSE
0,0,0,0,12,547.3333333,NA,0.249968700559497,NA,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE
8,377.5128205,3,265,60,2062.890972,0.333367126797426,0.273342174545791,0.522011490649519,0,"Mar",1,1,4,2,"Returning_Visitor",FALSE,TRUE
6,137,0,0,49,1077.007576,NA,0.327163928229525,NA,0,"Mar",3,2,1,2,"Returning_Visitor",FALSE,FALSE
0,0,0,0,2,19,NA,0.114287309475634,NA,0,"Mar",2,2,1,3,"Returning_Visitor",FALSE,FALSE
0,0,0,0,20,1606.333333,0.361922280062142,0.245494512766272,NA,0,"Mar",2,2,2,1,"Returning_Visitor",FALSE,FALSE
2,37,0,0,21,775.3333333,NA,0.369665265318505,NA,0,"Mar",4,1,1,2,"Returning_Visitor",TRUE,FALSE
0,0,0,0,13,973.5,NA,0.214001479896977,NA,0,"Mar",2,2,1,1,"Returning_Visitor",TRUE,FALSE
0,0,0,0,4,32,NA,0.154110002689417,NA,0,"Mar",3,2,6,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,24,727.5,NA,0.317892347414931,NA,0,"Mar",2,2,3,1,"Returning_Visitor",FALSE,FALSE
1,14,1,0,14,710.25,NA,0.3119979542918,NA,0,"Mar",2,2,1,1,"Returning_Visitor",FALSE,FALSE
0,0,0,0,48,3644.752381,NA,0.317892347414931,0.361371970658938,0,"Mar",2,2,7,2,"Returning_Visitor",FALSE,FALSE
